id;status;total_price;payment_method;payment_reference;customer_details_id
5344;REFUNDED;5.40;CREDIT_CARD;visa-electron;440
5345;PAID;6.59;CREDIT_CARD;diners-club-carte-blanche;769
5346;PENDING;1.84;CREDIT_CARD;maestro;548
5347;PAID;8.53;IDEAL;jcb;676
5348;CANCELLED;6.02;IDEAL;diners-club-enroute;985
5349;PENDING;1.43;CREDIT_CARD;china-unionpay;2
5350;CANCELLED;4.99;CREDIT_CARD;jcb;330
5351;CANCELLED;0.46;CREDIT_CARD;jcb;72
5352;CANCELLED;8.89;CREDIT_CARD;china-unionpay;895
5353;CANCELLED;6.81;CREDIT_CARD;jcb;843
5354;CANCELLED;8.06;CREDIT_CARD;jcb;400
5355;PENDING;2.77;CREDIT_CARD;bankcard;146
5356;REFUNDED;5.07;CREDIT_CARD;visa-electron;11
5357;REFUNDED;3.41;CREDIT_CARD;switch;845
5358;COMPLETED;8.33;CREDIT_CARD;jcb;616
5359;PAID;5.31;IDEAL;switch;432
5360;PAID;1.80;CREDIT_CARD;jcb;70
5361;PENDING;1.73;CREDIT_CARD;jcb;521
5362;PAID;4.66;CREDIT_CARD;jcb;831
5363;REFUNDED;5.63;IDEAL;maestro;873
5364;PAID;6.60;CREDIT_CARD;jcb;668
5365;PENDING;3.88;CREDIT_CARD;jcb;615
5366;PENDING;7.96;IDEAL;visa;53
5367;COMPLETED;1.33;IDEAL;jcb;979
5368;REFUNDED;1.92;CREDIT_CARD;china-unionpay;432
5369;PENDING;4.16;IDEAL;jcb;48
5370;PENDING;2.24;CREDIT_CARD;jcb;314
5371;CANCELLED;3.35;IDEAL;jcb;222
5372;PENDING;2.58;IDEAL;mastercard;536
5373;PAID;7.71;IDEAL;solo;621
5374;PENDING;4.53;CREDIT_CARD;diners-club-enroute;759
5375;REFUNDED;3.30;CREDIT_CARD;bankcard;955
5376;PENDING;8.45;CREDIT_CARD;mastercard;838
5377;PENDING;3.87;IDEAL;jcb;632
5378;CANCELLED;2.88;IDEAL;mastercard;522
5379;PENDING;4.12;IDEAL;jcb;737
5380;COMPLETED;7.59;CREDIT_CARD;jcb;402
5381;COMPLETED;9.57;IDEAL;visa-electron;55
5382;PAID;6.73;CREDIT_CARD;visa;45
5383;COMPLETED;0.41;IDEAL;jcb;821
5384;PENDING;4.90;CREDIT_CARD;jcb;406
5385;PENDING;5.98;CREDIT_CARD;maestro;335
5386;CANCELLED;5.39;CREDIT_CARD;americanexpress;800
5387;PAID;2.27;CREDIT_CARD;laser;182
5388;REFUNDED;3.26;CREDIT_CARD;instapayment;9
5389;CANCELLED;0.65;IDEAL;americanexpress;731
5390;PAID;5.57;CREDIT_CARD;diners-club-carte-blanche;700
5391;REFUNDED;4.17;CREDIT_CARD;jcb;332
5392;PENDING;0.06;IDEAL;maestro;988
5393;PENDING;6.30;CREDIT_CARD;jcb;271
5394;COMPLETED;7.01;CREDIT_CARD;jcb;757
5395;COMPLETED;3.80;CREDIT_CARD;mastercard;116
5396;CANCELLED;8.53;IDEAL;bankcard;26
5397;COMPLETED;7.35;CREDIT_CARD;switch;571
5398;REFUNDED;0.52;CREDIT_CARD;switch;621
5399;CANCELLED;5.87;IDEAL;jcb;521
5400;CANCELLED;2.27;IDEAL;diners-club-us-ca;23
5401;COMPLETED;4.29;CREDIT_CARD;mastercard;652
5402;PAID;0.66;IDEAL;jcb;963
5403;REFUNDED;0.43;CREDIT_CARD;diners-club-enroute;393
5404;REFUNDED;2.26;CREDIT_CARD;jcb;96
5405;COMPLETED;5.50;IDEAL;jcb;994
5406;COMPLETED;5.21;CREDIT_CARD;jcb;120
5407;REFUNDED;4.58;IDEAL;visa;851
5408;PENDING;4.28;CREDIT_CARD;jcb;88
5409;COMPLETED;0.75;CREDIT_CARD;jcb;239
5410;CANCELLED;4.17;CREDIT_CARD;americanexpress;418
5411;COMPLETED;6.58;IDEAL;visa-electron;339
5412;PENDING;0.47;IDEAL;jcb;581
5413;PAID;7.68;IDEAL;solo;319
5414;CANCELLED;6.61;IDEAL;jcb;807
5415;COMPLETED;5.47;CREDIT_CARD;jcb;631
5416;CANCELLED;6.22;IDEAL;jcb;579
5417;REFUNDED;4.13;CREDIT_CARD;bankcard;792
5418;PENDING;5.09;IDEAL;switch;616
5419;REFUNDED;2.68;IDEAL;switch;126
5420;PENDING;8.81;CREDIT_CARD;solo;165
5421;PENDING;1.54;CREDIT_CARD;switch;80
5422;COMPLETED;3.28;IDEAL;jcb;260
5423;COMPLETED;7.25;CREDIT_CARD;diners-club-enroute;613
5424;PAID;7.75;CREDIT_CARD;diners-club-carte-blanche;793
5425;PAID;0.71;IDEAL;maestro;776
5426;COMPLETED;1.11;CREDIT_CARD;jcb;136
5427;PAID;9.29;CREDIT_CARD;jcb;266
5428;PAID;2.29;IDEAL;mastercard;343
5429;COMPLETED;1.60;IDEAL;diners-club-enroute;96
5430;REFUNDED;7.57;IDEAL;mastercard;898
5431;PENDING;0.75;CREDIT_CARD;diners-club-enroute;173
5432;COMPLETED;1.85;IDEAL;jcb;34
5433;CANCELLED;1.60;CREDIT_CARD;jcb;979
5434;COMPLETED;8.87;CREDIT_CARD;diners-club-enroute;15
5435;CANCELLED;7.24;CREDIT_CARD;bankcard;764
5436;COMPLETED;6.38;IDEAL;visa-electron;261
5437;REFUNDED;2.87;CREDIT_CARD;jcb;470
5438;CANCELLED;2.53;CREDIT_CARD;jcb;872
5439;PAID;1.19;CREDIT_CARD;laser;768
5440;CANCELLED;2.08;CREDIT_CARD;jcb;57
5441;COMPLETED;2.40;CREDIT_CARD;jcb;50
5442;PENDING;7.82;CREDIT_CARD;switch;450
5443;REFUNDED;5.36;IDEAL;switch;271
5444;CANCELLED;4.97;IDEAL;china-unionpay;314
5445;REFUNDED;6.61;IDEAL;jcb;218
5446;REFUNDED;9.15;CREDIT_CARD;diners-club-enroute;374
5447;PENDING;9.86;CREDIT_CARD;mastercard;955
5448;REFUNDED;7.57;IDEAL;visa-electron;977
5449;PENDING;0.24;IDEAL;visa;798
5450;COMPLETED;6.75;CREDIT_CARD;jcb;793
5451;REFUNDED;9.92;CREDIT_CARD;jcb;824
5452;REFUNDED;2.14;CREDIT_CARD;bankcard;911
5453;PENDING;2.41;CREDIT_CARD;maestro;152
5454;PAID;3.21;IDEAL;jcb;586
5455;REFUNDED;4.63;IDEAL;switch;850
5456;CANCELLED;1.27;CREDIT_CARD;jcb;916
5457;COMPLETED;4.60;CREDIT_CARD;jcb;888
5458;CANCELLED;4.12;CREDIT_CARD;jcb;19
5459;REFUNDED;7.34;IDEAL;switch;549
5460;COMPLETED;8.24;IDEAL;switch;915
5461;CANCELLED;2.78;IDEAL;mastercard;495
5462;REFUNDED;3.27;CREDIT_CARD;diners-club-carte-blanche;75
5463;PAID;1.30;IDEAL;jcb;691
5464;PAID;1.30;IDEAL;mastercard;672
5465;REFUNDED;8.35;CREDIT_CARD;jcb;549
5466;PENDING;2.53;IDEAL;jcb;227
5467;PENDING;9.60;IDEAL;jcb;362
5468;CANCELLED;2.43;CREDIT_CARD;jcb;609
5469;CANCELLED;9.06;IDEAL;americanexpress;705
5470;COMPLETED;6.86;IDEAL;visa-electron;795
5471;PAID;9.14;CREDIT_CARD;jcb;42
5472;REFUNDED;4.52;CREDIT_CARD;maestro;833
5473;REFUNDED;3.10;IDEAL;jcb;347
5474;PENDING;2.94;CREDIT_CARD;jcb;439
5475;PAID;2.73;IDEAL;jcb;918
5476;PAID;0.80;CREDIT_CARD;diners-club-enroute;547
5477;PAID;6.64;IDEAL;instapayment;814
5478;CANCELLED;0.60;IDEAL;maestro;288
5479;REFUNDED;0.03;IDEAL;visa-electron;455
5480;REFUNDED;7.33;IDEAL;jcb;718
5481;PAID;7.78;IDEAL;laser;552
5482;COMPLETED;3.56;CREDIT_CARD;jcb;896
5483;COMPLETED;8.64;IDEAL;jcb;978
5484;REFUNDED;4.42;IDEAL;jcb;642
5485;COMPLETED;2.10;IDEAL;jcb;368
5486;REFUNDED;2.05;IDEAL;diners-club-enroute;374
5487;COMPLETED;6.22;IDEAL;mastercard;774
5488;PENDING;4.95;IDEAL;visa-electron;333
5489;COMPLETED;1.01;CREDIT_CARD;mastercard;540
5490;COMPLETED;3.21;IDEAL;jcb;214
5491;CANCELLED;8.95;CREDIT_CARD;jcb;427
5492;PAID;1.51;IDEAL;americanexpress;75
5493;COMPLETED;9.31;IDEAL;jcb;352
5494;CANCELLED;9.95;IDEAL;jcb;578
5495;COMPLETED;2.55;CREDIT_CARD;jcb;450
5496;PENDING;8.27;CREDIT_CARD;jcb;681
5497;COMPLETED;6.82;CREDIT_CARD;mastercard;227
5498;COMPLETED;0.55;CREDIT_CARD;maestro;41
5499;REFUNDED;5.47;CREDIT_CARD;maestro;348
5500;CANCELLED;7.17;IDEAL;diners-club-carte-blanche;500
5501;COMPLETED;6.34;CREDIT_CARD;solo;764
5502;PAID;3.90;IDEAL;diners-club-carte-blanche;672
5503;REFUNDED;8.78;CREDIT_CARD;maestro;586
5504;COMPLETED;0.51;IDEAL;maestro;800
5505;PENDING;9.51;CREDIT_CARD;visa-electron;350
5506;COMPLETED;0.42;CREDIT_CARD;jcb;664
5507;REFUNDED;9.68;IDEAL;jcb;833
5508;PENDING;9.20;CREDIT_CARD;maestro;486
5509;COMPLETED;6.96;CREDIT_CARD;jcb;651
5510;PAID;6.37;IDEAL;visa-electron;57
5511;CANCELLED;7.89;CREDIT_CARD;mastercard;476
5512;REFUNDED;3.46;IDEAL;jcb;377
5513;CANCELLED;1.05;IDEAL;jcb;58
5514;COMPLETED;2.34;IDEAL;jcb;91
5515;CANCELLED;0.19;IDEAL;jcb;803
5516;CANCELLED;9.80;IDEAL;diners-club-enroute;538
5517;PAID;0.25;IDEAL;mastercard;216
5518;PAID;1.20;IDEAL;jcb;410
5519;COMPLETED;6.20;CREDIT_CARD;jcb;839
5520;PAID;2.40;IDEAL;visa-electron;520
5521;COMPLETED;4.79;IDEAL;americanexpress;461
5522;REFUNDED;0.12;IDEAL;bankcard;980
5523;CANCELLED;4.99;IDEAL;solo;289
5524;COMPLETED;3.85;IDEAL;americanexpress;809
5525;COMPLETED;1.46;CREDIT_CARD;jcb;984
5526;PAID;8.60;CREDIT_CARD;mastercard;243
5527;PENDING;7.79;IDEAL;diners-club-enroute;829
5528;REFUNDED;8.17;IDEAL;jcb;130
5529;PENDING;6.44;CREDIT_CARD;mastercard;636
5530;COMPLETED;3.56;IDEAL;mastercard;511
5531;REFUNDED;3.14;CREDIT_CARD;switch;168
5532;PAID;2.14;IDEAL;mastercard;210
5533;CANCELLED;7.64;IDEAL;diners-club-carte-blanche;737
5534;COMPLETED;2.08;IDEAL;maestro;370
5535;PENDING;7.22;CREDIT_CARD;visa;172
5536;REFUNDED;3.65;CREDIT_CARD;diners-club-enroute;791
5537;PENDING;7.68;CREDIT_CARD;visa;480
5538;PENDING;9.43;IDEAL;solo;818
5539;CANCELLED;4.51;IDEAL;jcb;560
5540;PAID;4.26;CREDIT_CARD;jcb;451
5541;REFUNDED;5.84;CREDIT_CARD;china-unionpay;490
5542;PAID;3.98;IDEAL;solo;592
5543;PAID;9.98;IDEAL;jcb;258
5544;REFUNDED;9.46;CREDIT_CARD;switch;205
5545;PENDING;2.63;IDEAL;switch;810
5546;COMPLETED;7.72;CREDIT_CARD;jcb;289
5547;COMPLETED;8.61;CREDIT_CARD;maestro;702
5548;PAID;7.99;CREDIT_CARD;americanexpress;5
5549;PAID;2.69;CREDIT_CARD;visa;367
5550;COMPLETED;1.26;CREDIT_CARD;jcb;247
5551;PAID;0.40;CREDIT_CARD;china-unionpay;762
5552;COMPLETED;6.80;CREDIT_CARD;jcb;498
5553;REFUNDED;7.30;CREDIT_CARD;jcb;581
5554;PENDING;7.37;CREDIT_CARD;diners-club-enroute;299
5555;PAID;3.09;IDEAL;jcb;560
5556;REFUNDED;3.48;CREDIT_CARD;visa;579
5557;PAID;4.88;IDEAL;jcb;974
5558;PENDING;2.56;CREDIT_CARD;diners-club-carte-blanche;14
5559;REFUNDED;4.57;CREDIT_CARD;americanexpress;205
5560;CANCELLED;5.35;CREDIT_CARD;jcb;190
5561;PAID;5.48;CREDIT_CARD;jcb;487
5562;COMPLETED;3.58;CREDIT_CARD;diners-club-carte-blanche;818
5563;CANCELLED;9.99;IDEAL;jcb;970
5564;REFUNDED;3.91;CREDIT_CARD;americanexpress;550
5565;CANCELLED;0.39;CREDIT_CARD;jcb;446
5566;REFUNDED;9.69;IDEAL;jcb;610
5567;REFUNDED;0.32;IDEAL;bankcard;865
5568;CANCELLED;1.11;CREDIT_CARD;mastercard;4
5569;CANCELLED;0.95;IDEAL;jcb;28
5570;PAID;6.76;IDEAL;americanexpress;281
5571;REFUNDED;2.67;CREDIT_CARD;solo;319
5572;PENDING;7.54;CREDIT_CARD;bankcard;969
5573;REFUNDED;6.39;IDEAL;jcb;787
5574;COMPLETED;2.03;IDEAL;visa-electron;917
5575;CANCELLED;0.17;IDEAL;mastercard;383
5576;PAID;7.90;CREDIT_CARD;bankcard;543
5577;PAID;9.17;CREDIT_CARD;instapayment;111
5578;PENDING;6.56;IDEAL;jcb;277
5579;CANCELLED;5.13;IDEAL;mastercard;381
5580;PENDING;6.07;CREDIT_CARD;maestro;960
5581;PAID;7.49;CREDIT_CARD;switch;527
5582;CANCELLED;5.82;IDEAL;jcb;227
5583;PENDING;5.18;CREDIT_CARD;diners-club-carte-blanche;35
5584;COMPLETED;9.36;CREDIT_CARD;jcb;162
5585;REFUNDED;9.93;CREDIT_CARD;jcb;939
5586;CANCELLED;4.62;CREDIT_CARD;maestro;667
5587;COMPLETED;4.65;IDEAL;jcb;247
5588;COMPLETED;9.16;CREDIT_CARD;switch;553
5589;CANCELLED;3.58;CREDIT_CARD;visa;786
5590;PAID;2.80;CREDIT_CARD;jcb;470
5591;PAID;7.84;IDEAL;jcb;311
5592;REFUNDED;0.11;CREDIT_CARD;china-unionpay;399
5593;PENDING;2.17;IDEAL;switch;173
5594;PENDING;9.26;IDEAL;bankcard;814
5595;CANCELLED;4.43;IDEAL;jcb;323
5596;PAID;1.18;IDEAL;china-unionpay;734
5597;COMPLETED;6.67;IDEAL;switch;647
5598;PAID;2.42;CREDIT_CARD;jcb;242
5599;PENDING;2.65;IDEAL;diners-club-enroute;380
5600;PAID;3.45;IDEAL;mastercard;623
5601;PAID;1.89;CREDIT_CARD;china-unionpay;17
5602;PAID;4.02;CREDIT_CARD;americanexpress;155
5603;PAID;7.44;IDEAL;diners-club-enroute;756
5604;CANCELLED;1.11;CREDIT_CARD;jcb;956
5605;CANCELLED;9.96;CREDIT_CARD;laser;248
5606;CANCELLED;5.01;IDEAL;diners-club-us-ca;861
5607;PENDING;1.78;IDEAL;americanexpress;319
5608;CANCELLED;2.19;IDEAL;jcb;981
5609;PENDING;0.71;IDEAL;mastercard;358
5610;CANCELLED;8.28;CREDIT_CARD;diners-club-carte-blanche;456
5611;COMPLETED;0.52;IDEAL;jcb;122
5612;REFUNDED;1.56;CREDIT_CARD;maestro;998
5613;CANCELLED;5.32;IDEAL;diners-club-enroute;222
5614;COMPLETED;8.34;IDEAL;jcb;684
5615;REFUNDED;1.98;CREDIT_CARD;china-unionpay;996
5616;PENDING;0.17;IDEAL;bankcard;187
5617;COMPLETED;3.39;IDEAL;visa-electron;745
5618;PAID;0.00;CREDIT_CARD;china-unionpay;594
5619;REFUNDED;2.15;IDEAL;mastercard;402
5620;CANCELLED;1.04;IDEAL;visa-electron;779
5621;COMPLETED;8.19;IDEAL;maestro;246
5622;CANCELLED;1.08;CREDIT_CARD;mastercard;12
5623;COMPLETED;0.01;IDEAL;switch;145
5624;PENDING;4.68;CREDIT_CARD;jcb;174
5625;COMPLETED;4.73;CREDIT_CARD;jcb;277
5626;CANCELLED;0.79;CREDIT_CARD;diners-club-us-ca;526
5627;COMPLETED;6.65;CREDIT_CARD;jcb;190
5628;COMPLETED;5.36;IDEAL;china-unionpay;437
5629;REFUNDED;4.63;CREDIT_CARD;jcb;817
5630;COMPLETED;7.11;IDEAL;diners-club-enroute;692
5631;COMPLETED;5.19;IDEAL;jcb;569
5632;COMPLETED;5.32;CREDIT_CARD;laser;102
5633;REFUNDED;9.58;IDEAL;jcb;412
5634;PENDING;2.46;CREDIT_CARD;jcb;203
5635;PAID;0.71;IDEAL;jcb;30
5636;PENDING;7.14;IDEAL;jcb;706
5637;PAID;7.57;CREDIT_CARD;bankcard;152
5638;PENDING;5.18;CREDIT_CARD;jcb;650
5639;CANCELLED;6.24;CREDIT_CARD;switch;972
5640;PAID;5.10;IDEAL;switch;134
5641;REFUNDED;8.55;IDEAL;bankcard;148
5642;COMPLETED;4.20;IDEAL;americanexpress;525
5643;CANCELLED;2.66;CREDIT_CARD;maestro;159
5644;PAID;2.73;IDEAL;maestro;634
5645;PAID;0.65;IDEAL;jcb;754
5646;PENDING;9.16;IDEAL;diners-club-enroute;831
5647;CANCELLED;6.99;IDEAL;switch;788
5648;COMPLETED;2.48;CREDIT_CARD;diners-club-enroute;276
5649;PENDING;7.03;IDEAL;diners-club-carte-blanche;500
5650;REFUNDED;9.97;CREDIT_CARD;maestro;570
5651;PAID;4.80;CREDIT_CARD;jcb;710
5652;REFUNDED;1.55;IDEAL;maestro;680
5653;PENDING;7.62;CREDIT_CARD;switch;221
5654;PENDING;4.99;IDEAL;maestro;445
5655;PAID;0.85;CREDIT_CARD;china-unionpay;952
5656;REFUNDED;3.39;CREDIT_CARD;bankcard;93
5657;REFUNDED;5.82;CREDIT_CARD;jcb;352
5658;REFUNDED;9.34;CREDIT_CARD;mastercard;927
5659;PENDING;1.31;CREDIT_CARD;jcb;247
5660;COMPLETED;4.86;CREDIT_CARD;instapayment;704
5661;PAID;5.66;IDEAL;jcb;382
5662;COMPLETED;1.16;IDEAL;jcb;261
5663;REFUNDED;8.02;CREDIT_CARD;mastercard;442
5664;CANCELLED;8.69;IDEAL;jcb;502
5665;REFUNDED;8.41;CREDIT_CARD;mastercard;616
5666;REFUNDED;9.03;CREDIT_CARD;jcb;719
5667;REFUNDED;3.86;CREDIT_CARD;americanexpress;277
5668;CANCELLED;4.52;CREDIT_CARD;china-unionpay;159
5669;CANCELLED;5.91;IDEAL;jcb;621
5670;PAID;4.29;CREDIT_CARD;jcb;943
5671;REFUNDED;0.45;CREDIT_CARD;jcb;810
5672;CANCELLED;7.33;CREDIT_CARD;bankcard;40
5673;CANCELLED;3.73;IDEAL;diners-club-carte-blanche;363
5674;CANCELLED;7.69;IDEAL;mastercard;787
5675;REFUNDED;1.46;IDEAL;jcb;414
5676;CANCELLED;3.90;CREDIT_CARD;jcb;371
5677;REFUNDED;7.85;IDEAL;americanexpress;603
5678;COMPLETED;7.64;CREDIT_CARD;mastercard;320
5679;REFUNDED;6.65;IDEAL;jcb;658
5680;CANCELLED;8.60;IDEAL;visa-electron;55
5681;PAID;0.89;IDEAL;maestro;55
5682;CANCELLED;9.99;CREDIT_CARD;china-unionpay;36
5683;CANCELLED;3.99;CREDIT_CARD;maestro;995
5684;PENDING;3.68;IDEAL;jcb;479
5685;PENDING;5.35;IDEAL;jcb;474
5686;COMPLETED;5.30;CREDIT_CARD;maestro;789
5687;CANCELLED;4.78;IDEAL;visa-electron;342
5688;CANCELLED;1.45;IDEAL;switch;579
5689;CANCELLED;4.33;CREDIT_CARD;switch;578
5690;COMPLETED;6.26;IDEAL;china-unionpay;956
5691;PENDING;4.96;IDEAL;laser;431
5692;COMPLETED;6.56;CREDIT_CARD;jcb;272
5693;REFUNDED;3.01;IDEAL;jcb;979
5694;REFUNDED;9.80;IDEAL;mastercard;966
5695;REFUNDED;9.06;CREDIT_CARD;mastercard;997
5696;COMPLETED;0.29;IDEAL;switch;497
5697;CANCELLED;2.15;CREDIT_CARD;bankcard;715
5698;PENDING;5.30;CREDIT_CARD;jcb;79
5699;COMPLETED;4.88;IDEAL;jcb;278
5700;REFUNDED;3.98;IDEAL;jcb;299
5701;PAID;5.89;CREDIT_CARD;jcb;980
5702;PENDING;5.01;IDEAL;jcb;717
5703;CANCELLED;0.01;IDEAL;laser;735
5704;COMPLETED;6.06;CREDIT_CARD;maestro;11
5705;PAID;4.40;CREDIT_CARD;mastercard;199
5706;COMPLETED;3.64;CREDIT_CARD;china-unionpay;736
5707;COMPLETED;9.23;IDEAL;mastercard;220
5708;COMPLETED;1.24;CREDIT_CARD;switch;665
5709;REFUNDED;0.02;IDEAL;diners-club-carte-blanche;117
5710;REFUNDED;9.96;IDEAL;mastercard;952
5711;COMPLETED;3.60;IDEAL;maestro;867
5712;PAID;4.20;IDEAL;jcb;443
5713;CANCELLED;1.63;CREDIT_CARD;americanexpress;161
5714;PAID;4.56;IDEAL;jcb;451
5715;REFUNDED;5.18;IDEAL;jcb;434
5716;REFUNDED;0.09;IDEAL;mastercard;348
5717;COMPLETED;6.11;CREDIT_CARD;maestro;424
5718;PENDING;6.60;CREDIT_CARD;jcb;444
5719;CANCELLED;5.30;IDEAL;jcb;252
5720;PENDING;7.23;IDEAL;china-unionpay;840
5721;COMPLETED;8.63;IDEAL;jcb;543
5722;PENDING;6.75;IDEAL;jcb;276
5723;PAID;7.20;CREDIT_CARD;china-unionpay;325
5724;PAID;8.69;CREDIT_CARD;switch;957
5725;PENDING;0.46;IDEAL;switch;612
5726;PAID;8.95;IDEAL;jcb;210
5727;COMPLETED;4.51;CREDIT_CARD;maestro;939
5728;PAID;8.95;CREDIT_CARD;jcb;56
5729;REFUNDED;1.32;CREDIT_CARD;jcb;974
5730;PENDING;6.56;CREDIT_CARD;laser;633
5731;CANCELLED;4.01;IDEAL;bankcard;251
5732;CANCELLED;6.09;IDEAL;laser;129
5733;REFUNDED;3.26;CREDIT_CARD;china-unionpay;792
5734;COMPLETED;5.45;IDEAL;bankcard;199
5735;PENDING;7.00;IDEAL;jcb;734
5736;REFUNDED;9.05;CREDIT_CARD;jcb;476
5737;COMPLETED;9.77;IDEAL;americanexpress;721
5738;COMPLETED;5.28;IDEAL;switch;570
5739;CANCELLED;9.63;CREDIT_CARD;jcb;41
5740;CANCELLED;8.89;CREDIT_CARD;switch;238
5741;COMPLETED;8.58;IDEAL;diners-club-enroute;844
5742;COMPLETED;0.42;CREDIT_CARD;china-unionpay;269
5743;REFUNDED;7.88;CREDIT_CARD;americanexpress;602
5744;CANCELLED;0.65;CREDIT_CARD;jcb;872
5745;REFUNDED;8.02;IDEAL;jcb;459
5746;CANCELLED;4.87;CREDIT_CARD;visa;954
5747;PAID;8.47;CREDIT_CARD;mastercard;890
5748;COMPLETED;6.18;CREDIT_CARD;diners-club-international;833
5749;COMPLETED;3.11;IDEAL;jcb;894
5750;COMPLETED;5.48;CREDIT_CARD;americanexpress;577
5751;CANCELLED;5.45;IDEAL;maestro;85
5752;COMPLETED;1.62;IDEAL;visa;921
5753;CANCELLED;1.06;IDEAL;jcb;749
5754;REFUNDED;5.62;CREDIT_CARD;jcb;960
5755;CANCELLED;9.18;CREDIT_CARD;diners-club-us-ca;875
5756;REFUNDED;0.27;CREDIT_CARD;jcb;298
5757;PENDING;6.22;CREDIT_CARD;china-unionpay;388
5758;CANCELLED;6.86;CREDIT_CARD;diners-club-us-ca;214
5759;REFUNDED;0.97;CREDIT_CARD;jcb;379
5760;CANCELLED;5.75;CREDIT_CARD;visa;464
5761;PAID;8.20;IDEAL;jcb;508
5762;PENDING;4.72;IDEAL;china-unionpay;23
5763;COMPLETED;8.11;IDEAL;jcb;25
5764;CANCELLED;3.77;CREDIT_CARD;jcb;567
5765;REFUNDED;5.35;CREDIT_CARD;visa-electron;93
5766;PAID;8.66;CREDIT_CARD;solo;591
5767;CANCELLED;1.88;CREDIT_CARD;laser;361
5768;REFUNDED;4.83;CREDIT_CARD;switch;410
5769;COMPLETED;5.49;CREDIT_CARD;jcb;767
5770;COMPLETED;2.04;IDEAL;jcb;617
5771;REFUNDED;6.73;IDEAL;jcb;390
5772;PENDING;3.45;CREDIT_CARD;bankcard;128
5773;REFUNDED;1.94;IDEAL;maestro;35
5774;REFUNDED;9.48;IDEAL;maestro;74
5775;PENDING;2.87;IDEAL;jcb;565
5776;PAID;9.08;CREDIT_CARD;visa-electron;390
5777;COMPLETED;8.94;CREDIT_CARD;maestro;408
5778;COMPLETED;2.59;IDEAL;jcb;794
5779;PENDING;0.85;IDEAL;china-unionpay;650
5780;PAID;8.36;IDEAL;visa;402
5781;REFUNDED;4.92;IDEAL;jcb;522
5782;PENDING;0.90;IDEAL;jcb;731
5783;PENDING;4.31;IDEAL;jcb;47
5784;CANCELLED;0.26;CREDIT_CARD;jcb;439
5785;COMPLETED;7.51;CREDIT_CARD;jcb;699
5786;REFUNDED;7.83;IDEAL;jcb;85
5787;CANCELLED;3.30;IDEAL;jcb;346
5788;PAID;4.73;CREDIT_CARD;jcb;720
5789;COMPLETED;1.72;IDEAL;jcb;927
5790;CANCELLED;7.73;IDEAL;bankcard;584
5791;COMPLETED;8.60;IDEAL;diners-club-us-ca;468
5792;REFUNDED;5.17;IDEAL;switch;902
5793;PENDING;3.73;IDEAL;americanexpress;156
5794;REFUNDED;1.24;IDEAL;maestro;114
5795;CANCELLED;9.69;CREDIT_CARD;china-unionpay;202
5796;COMPLETED;0.55;CREDIT_CARD;jcb;866
5797;PENDING;7.34;IDEAL;jcb;289
5798;PAID;0.34;IDEAL;visa-electron;206
5799;REFUNDED;1.90;IDEAL;jcb;71
5800;PENDING;6.45;CREDIT_CARD;mastercard;180
5801;PENDING;1.16;CREDIT_CARD;maestro;933
5802;PAID;8.06;CREDIT_CARD;jcb;287
5803;PENDING;3.34;CREDIT_CARD;jcb;276
5804;PAID;9.20;IDEAL;jcb;38
5805;REFUNDED;1.02;IDEAL;visa-electron;764
5806;COMPLETED;2.96;CREDIT_CARD;diners-club-enroute;71
5807;CANCELLED;0.83;IDEAL;maestro;107
5808;CANCELLED;0.15;CREDIT_CARD;diners-club-carte-blanche;800
5809;CANCELLED;7.28;IDEAL;visa-electron;126
5810;PENDING;7.25;CREDIT_CARD;mastercard;68
5811;REFUNDED;6.75;CREDIT_CARD;mastercard;806
5812;PAID;7.64;CREDIT_CARD;jcb;855
5813;PAID;7.95;CREDIT_CARD;switch;794
5814;PENDING;5.20;IDEAL;jcb;529
5815;PENDING;3.63;IDEAL;diners-club-enroute;832
5816;PENDING;2.05;CREDIT_CARD;bankcard;308
5817;PENDING;2.65;IDEAL;maestro;127
5818;REFUNDED;1.46;CREDIT_CARD;jcb;829
5819;CANCELLED;3.48;IDEAL;maestro;441
5820;PAID;4.46;IDEAL;jcb;114
5821;PENDING;9.79;CREDIT_CARD;americanexpress;328
5822;PENDING;8.67;IDEAL;jcb;497
5823;PENDING;1.29;IDEAL;jcb;560
5824;PENDING;4.75;CREDIT_CARD;jcb;657
5825;CANCELLED;2.45;CREDIT_CARD;americanexpress;754
5826;COMPLETED;7.55;CREDIT_CARD;jcb;273
5827;CANCELLED;9.02;IDEAL;jcb;451
5828;PENDING;8.25;CREDIT_CARD;diners-club-enroute;785
5829;REFUNDED;3.71;IDEAL;diners-club-carte-blanche;824
5830;REFUNDED;0.70;CREDIT_CARD;jcb;992
5831;PAID;9.92;CREDIT_CARD;visa-electron;246
5832;PENDING;6.42;IDEAL;bankcard;49
5833;PAID;3.97;CREDIT_CARD;mastercard;316
5834;REFUNDED;7.45;CREDIT_CARD;diners-club-international;722
5835;PAID;4.41;CREDIT_CARD;maestro;421
5836;PAID;0.68;CREDIT_CARD;china-unionpay;471
5837;PAID;8.51;IDEAL;jcb;138
5838;COMPLETED;4.83;IDEAL;jcb;854
5839;PAID;8.74;IDEAL;maestro;938
5840;PENDING;9.77;IDEAL;jcb;791
5841;COMPLETED;5.64;IDEAL;jcb;921
